_ID,TimeSt,Country,Province,City,Latitude,Longitude,POIID,distance_km
5611405,2017-06-21T00:22:38.170Z,CA,AB,Calgary,51.063,-113.889,POI1,277.47231401827935
5611359,2017-06-21T11:22:42.627Z,CA,AB,Calgary,51.063,-113.889,POI1,277.47231401827935
5611262,2017-06-21T22:22:41.857Z,CA,AB,Edmonton,53.5636,-113.551,POI1,4.726939537093303
5611216,2017-06-21T21:22:41.847Z,CA,ON,Toronto,43.6862,-79.402,POI3,504.9327164962623
5611205,2017-06-21T10:22:38.753Z,CA,AB,Calgary,51.053,-114.161,POI1,281.0009073229253
5611170,2017-06-21T01:22:38.020Z,CA,AB,Calgary,51.11772,-113.94481,POI1,271.82516417733586
5611140,2017-06-21T19:22:38.000Z,CA,ON,Toronto,43.7068,-79.3991,POI3,503.7275302843556
5611080,2017-06-21T08:22:40.973Z,CA,AB,Red Deer,52.2468,-113.788,POI1,145.89838023580842
5611028,2017-06-21T06:22:39.833Z,CA,AB,Calgary,51.0621,-114.1159,POI1,279.51593920420396
5610935,2017-06-21T15:22:38.110Z,CA,ON,Toronto,43.7068,-79.3991,POI3,503.7275302843556
5610883,2017-06-21T21:22:37.990Z,CA,ON,Toronto,43.7068,-79.3991,POI3,503.7275302843556
5610798,2017-06-21T14:22:37.943Z,CA,ON,Toronto,43.6682,-79.4209,POI3,507.1749434252697
5610740,2017-06-21T00:22:37.940Z,CA,BC,Richmond,49.16927,-123.13292,POI1,826.8594162390752
5610727,2017-06-21T10:22:37.767Z,CA,AB,Calgary,50.94594,-114.12475,POI1,292.38344757165214
5610658,2017-06-21T19:22:37.540Z,CA,ON,Toronto,43.6319,-79.3716,POI3,505.40655467395135
5610644,2017-06-21T12:22:38.763Z,CA,AB,Saint Albert,53.6415,-113.614,POI1,13.565610819430994
5610550,2017-06-21T14:22:38.097Z,CA,ON,Toronto,43.7068,-79.3991,POI3,503.7275302843556
5610410,2017-06-21T00:22:38.010Z,CA,AB,Calgary,50.9316,-114.096,POI1,293.6782585483187
5610383,2017-06-21T07:22:37.967Z,CA,ON,Toronto,43.7068,-79.3991,POI3,503.7275302843556
5610360,2017-06-21T09:22:37.947Z,CA,SK,Regina,50.44317,-104.64014,POI1,696.3140963180774
5610184,2017-06-21T09:22:37.633Z,CA,AB,Calgary,50.9076,-114.064,POI1,296.0243298581127
5610158,2017-06-21T00:22:37.700Z,CA,ON,Toronto,35.80762,51.50209,POI4,8878.283153451803
5610102,2017-06-21T06:22:33.173Z,CA,ON,Thornhill,43.8395,-79.3831,POI3,496.34922110136324
5610046,2017-06-21T16:22:37.190Z,CA,ON,Toronto,43.6575,-79.3783,POI3,504.6226622417984
5609963,2017-06-21T01:22:29.770Z,CA,NS,Halifax,44.6988,-63.664,POI4,67.62132983765056
5609910,2017-06-21T13:22:33.810Z,CA,ON,Thornhill,43.8395,-79.3831,POI3,496.34922110136324
5609849,2017-06-21T00:22:28.637Z,CA,AB,Lethbridge,49.699,-112.823,POI1,430.21971996461554
5609800,2017-06-21T22:22:31.860Z,CA,QC,Montréal,45.4978,-73.5798,POI3,2.858860506700472
5609719,2017-06-21T01:22:30.220Z,CA,AB,Calgary,50.93386,-114.03157,POI1,292.8408952252694
5609644,2017-06-21T02:22:27.983Z,CA,AB,Calgary,51.0833,-114.0833,POI1,276.85164996393394
5609550,2017-06-21T13:22:25.653Z,CA,ON,Toronto,43.67108,-79.45974,POI3,509.84450086449885
5609463,2017-06-21T01:22:23.693Z,CA,ON,Toronto,43.6715,-79.3801,POI3,504.0656642319901
5609460,2017-06-21T04:22:22.960Z,CA,ON,Toronto,43.7675,-79.41185,POI3,501.77236320997207
5609410,2017-06-21T17:22:22.823Z,CA,ON,Oakville,43.4462,-79.6688,POI3,536.1385379869045
5609385,2017-06-21T17:22:22.780Z,CA,ON,Toronto,43.66384,-79.3402,POI3,501.5626191773701
5609374,2017-06-21T15:22:22.697Z,CA,AB,Calgary,50.9505,-113.947,POI1,290.32648136852663
5609285,2017-06-21T21:22:26.553Z,CA,ON,York,43.6914,-79.431,POI3,506.7807388695816
5609192,2017-06-21T12:22:26.500Z,CA,ON,Barrie,44.389,-79.689,POI3,497.8521396456694
5609146,2017-06-21T15:22:24.037Z,CA,SK,Regina,50.4735,-104.654,POI1,693.6540679730163
5609125,2017-06-21T14:22:23.820Z,CA,ON,Scarborough,43.7084,-79.2856,POI3,495.4375044956862
5609031,2017-06-21T11:22:23.170Z,CA,AB,Calgary,51.0075,-114.004,POI1,284.47832448861635
5609025,2017-06-21T14:22:23.007Z,CA,BC,Chilliwack,49.17174,-121.94735,POI1,761.8728232990918
5608984,2017-06-21T14:22:22.933Z,CA,AB,Calgary,51.0905,-114.182,POI1,277.1247738558905
5608891,2017-06-21T15:22:22.493Z,CA,AB,Edmonton,53.4635,-113.3785,POI1,11.609865983610934
5608858,2017-06-21T07:22:26.553Z,CA,AB,Calgary,51.08974,-113.95444,POI1,274.9921709443692
5608835,2017-06-21T11:22:22.797Z,CA,BC,Merritt,50.12306,-120.78589,POI1,629.1551679402028
5608814,2017-06-21T18:22:22.340Z,CA,AB,Calgary,51.12166,-114.07793,POI1,272.5764598408529
5608685,2017-06-21T05:22:24.313Z,CA,SK,Saskatoon,52.116,-106.669,POI1,484.544383955104
5608634,2017-06-21T01:22:23.873Z,CA,SK,Prince Albert,53.206,-105.753,POI1,514.0842546234983
5608610,2017-06-21T07:22:23.650Z,CA,BC,Delta,49.0208,-123.057,POI1,833.3017654228524
5608549,2017-06-21T05:22:23.460Z,CA,AB,Calgary,51.0486,-113.968,POI1,279.64462855325803
5608471,2017-06-21T12:22:22.813Z,CA,BC,Vancouver,49.24001,-123.05814,POI1,817.6601472661689
5608454,2017-06-21T09:22:22.797Z,CA,AB,Fort Mcmurray,56.7141,-111.38,POI1,376.7910661830227
5608387,2017-06-21T15:22:22.790Z,CA,AB,Calgary,50.95566,-114.09542,POI1,291.0228639407505
5608360,2017-06-21T12:22:22.350Z,CA,AB,Edmonton,53.587,-113.441,POI1,5.416846823637305
5608276,2017-06-21T00:22:23.683Z,CA,SK,Saskatoon,52.1404,-106.608,POI1,487.41499430028983
5608235,2017-06-21T16:22:22.570Z,CA,AB,Calgary,50.95566,-114.09542,POI1,291.0228639407505
5608138,2017-06-21T16:22:22.400Z,CA,ON,Richmond Hill,43.8939,-79.4375,POI3,497.90365333347563
5608136,2017-06-21T00:22:19.997Z,CA,AB,Calgary,50.93386,-114.03157,POI1,292.8408952252694
5608112,2017-06-21T04:22:11.510Z,CA,QC,Longueuil,45.5356,-73.5045,POI3,5.038086733971402
5608103,2017-06-21T19:22:10.263Z,CA,MB,Winnipeg,49.9429,-97.1651,POI1,1189.7185668039447
5608035,2017-06-21T02:22:12.337Z,CA,QC,Montréal,45.6522,-73.5023,POI3,15.342306214211606
5608030,2017-06-21T20:22:11.573Z,CA,AB,Calgary,51.0494,-113.9564,POI1,279.46490023714694
5607988,2017-06-21T16:22:12.910Z,CA,AB,Cochrane,51.1834,-114.4687,POI1,271.0655524157899
5607903,2017-06-21T06:22:12.327Z,CA,ON,Toronto,43.6655,-79.4204,POI3,507.2705112659009
5607899,2017-06-21T10:22:11.900Z,CA,ON,Toronto,43.6606,-79.4635,POI3,510.6255508028321
5607878,2017-06-21T01:22:12.747Z,CA,ON,Oshawa,43.9156,-78.8632,POI3,454.9288108273155
5607826,2017-06-21T22:22:11.433Z,CA,AB,Saint Albert,53.6415,-113.614,POI1,13.565610819430994
5607800,2017-06-21T03:22:10.590Z,CA,MB,Winnipeg,49.9429,-97.1651,POI1,1189.7185668039447
5607721,2017-06-21T09:22:10.270Z,CA,MB,Winnipeg,49.9429,-97.1651,POI1,1189.7185668039447
5607640,2017-06-21T20:22:10.177Z,CA,AB,Calgary,50.915,-114.06,POI1,295.17221219366905
5607562,2017-06-21T16:22:09.307Z,CA,MB,Brandon,49.8473,-99.94291,POI1,1017.9006246827229
5607515,2017-06-21T17:22:12.473Z,CA,AB,Calgary,51.063,-113.889,POI1,277.47231401827935
5607495,2017-06-21T07:22:11.430Z,CA,AB,Saint Albert,53.6415,-113.614,POI1,13.565610819430994
5607412,2017-06-21T02:22:09.423Z,CA,ON,Toronto,43.7068,-79.3991,POI3,503.7275302843556
5607400,2017-06-21T20:22:09.420Z,CA,ON,Toronto,43.7068,-79.3991,POI3,503.7275302843556
5607312,2017-06-21T10:22:09.413Z,CA,ON,Toronto,43.7068,-79.3991,POI3,503.7275302843556
5607261,2017-06-21T09:22:09.273Z,CA,SK,Saskatoon,52.14414,-106.69696,POI1,481.6139728522014
5607021,2017-06-21T06:22:08.827Z,CA,SK,Birsay,51.2114,-106.9698,POI1,512.5629264052012
5606938,2017-06-21T17:22:07.577Z,CA,AB,Calgary,50.915,-114.06,POI1,295.17221219366905
5606788,2017-06-21T06:22:10.410Z,CA,MB,Winnipeg,49.9429,-97.1651,POI1,1189.7185668039447
5606748,2017-06-21T12:22:08.680Z,CA,ON,North York,43.7796,-79.38,POI3,498.8863432160604
5606694,2017-06-21T00:22:07.967Z,CA,AB,Calgary,51.0075,-114.004,POI1,284.47832448861635
5606615,2017-06-21T05:22:07.563Z,CA,AB,Calgary,50.8889,-113.991,POI1,297.4706681929657
5606586,2017-06-21T00:22:08.663Z,CA,AB,Grande Prairie,55.156,-118.795,POI1,387.7119233740397
5606532,2017-06-21T17:22:08.387Z,CA,BC,North Vancouver,49.3094,-123.057,POI1,812.7133404987608
5606488,2017-06-21T00:22:08.357Z,CA,BC,North Vancouver,49.3094,-123.057,POI1,812.7133404987608
5606412,2017-06-21T13:22:07.217Z,CA,AB,Calgary,51.0942,-113.9741,POI1,274.65754078849614
5606405,2017-06-21T06:22:08.590Z,CA,SK,Saskatoon,52.16055,-106.59827,POI1,487.2202656071404
5606346,2017-06-21T08:22:08.387Z,CA,AB,Calgary,50.87844,-114.07454,POI1,299.3352230942454
5606270,2017-06-21T18:22:08.287Z,CA,AB,Calgary,50.98603,-114.01043,POI1,286.90252878635545
5606264,2017-06-21T13:22:07.620Z,CA,AB,Calgary,50.915,-114.06,POI1,295.17221219366905
5606224,2017-06-21T00:22:07.580Z,CA,MB,Winnipeg,49.9031,-97.115,POI1,1194.8823673045727
5606109,2017-06-21T01:22:07.170Z,CA,ON,Burlington,43.3354,-79.8577,POI3,555.3910495577912
5606030,2017-06-21T00:22:05.367Z,CA,ON,Scarborough,43.75,-79.2,POI3,487.2297700105084
5606013,2017-06-21T15:22:07.623Z,CA,AB,Calgary,50.9819,-114.1004,POI1,288.18244401042864
5605893,2017-06-21T00:22:04.867Z,CA,ON,Scarborough,43.74061,-79.2463,POI3,491.0329613037778
5605844,2017-06-21T07:22:01.993Z,CA,ON,Toronto,43.67108,-79.45974,POI3,509.84450086449885
5605777,2017-06-21T03:22:00.727Z,CA,AB,Calgary,51.1188,-113.9471,POI1,271.7237163007501
5605645,2017-06-21T02:22:01.413Z,CA,AB,Nordegg,52.4841,-116.083,POI1,210.06033319739484
5605591,2017-06-21T12:22:01.403Z,CA,AB,Nordegg,52.4841,-116.083,POI1,210.06033319739484
5605540,2017-06-21T07:22:01.390Z,CA,AB,Nordegg,52.4841,-116.083,POI1,210.06033319739484
5605517,2017-06-21T18:21:57.577Z,CA,ON,Wasaga Beach,44.45953,-80.09518,POI3,526.6934497932518
5605468,2017-06-21T05:21:55.873Z,CA,AB,Calgary,51.09295,-114.14324,POI1,276.41840860890494
5605392,2017-06-21T03:21:55.770Z,CA,AB,Calgary,51.0075,-114.004,POI1,284.47832448861635
5605327,2017-06-21T02:21:57.443Z,CA,AB,Edmonton,53.60839,-113.45965,POI1,7.12997155173366
5605307,2017-06-21T07:21:56.650Z,CA,AB,Calgary,51.1387,-114.2015,POI1,272.07444697562767
5605275,2017-06-21T06:21:57.280Z,CA,AB,Calgary,51.02093,-114.10621,POI1,283.9449217547614
5605255,2017-06-21T11:21:55.803Z,CA,AB,Edmonton,53.4829,-113.499,POI1,7.089439343201408
5605167,2017-06-21T22:21:54.937Z,CA,SK,Regina,50.4558,-104.639,POI1,695.6156631393062
5605142,2017-06-21T10:21:57.363Z,CA,SK,Regina,50.4574,-104.639,POI1,695.5187589354038
5605086,2017-06-21T06:21:55.863Z,CA,AB,Calgary,50.91882,-114.10314,POI1,295.154732318199
5605083,2017-06-21T09:21:55.817Z,CA,AB,Redwood Meadows,50.9514,-114.3591,POI1,294.5811062920174
5605000,2017-06-21T12:21:56.497Z,CA,AB,Calgary,51.0378,-114.065,POI1,281.68360939878124
5604934,2017-06-21T07:21:56.127Z,CA,AB,Edmonton,53.40541,-113.52139,POI1,15.828341841294083
5604870,2017-06-21T06:21:55.987Z,CA,ON,Saint Catharines,43.19266,-79.2275,POI3,519.1100377563296
5604857,2017-06-21T09:21:55.737Z,CA,AB,Drumheller,51.45665,-112.7117,POI1,238.17388219527402
5604793,2017-06-21T07:21:53.727Z,CA,SK,Regina,50.4574,-104.639,POI1,695.5187589354038
5604673,2017-06-21T09:21:52.640Z,CA,ON,Toronto,43.7797,-79.4156,POI3,501.47600781882437
5604592,2017-06-21T22:21:53.393Z,CA,AB,Calgary,50.88758,-114.03608,POI1,297.98693372245333
5604498,2017-06-21T03:21:52.560Z,CA,BC,Vancouver,49.2602,-123.04,POI1,815.2172944535091
5604411,2017-06-21T02:21:51.417Z,CA,SK,Regina,50.44291,-104.63481,POI1,696.646063839076
5604392,2017-06-21T14:21:53.270Z,CA,ON,Thunder Bay,48.4084,-89.255,POI3,1230.5976458114403
5604371,2017-06-21T14:21:52.460Z,CA,ON,Gravenhurst,44.9198,-79.3741,POI3,459.6975985534058
5604303,2017-06-21T08:21:52.860Z,CA,ON,Mississauga,43.55186,-79.71505,POI3,534.1349410466738
5604175,2017-06-21T04:21:52.417Z,CA,AB,Cold Lake,54.3851,-110.099,POI1,240.3431569069676
5604083,2017-06-21T18:21:52.800Z,CA,ON,North York,43.7647,-79.4915,POI3,507.70932315804725
5604034,2017-06-21T20:21:52.417Z,CA,BC,Penticton,49.4806,-119.5858,POI1,618.081508449179
5604028,2017-06-21T12:21:46.640Z,CA,AB,Calgary,51.0242,-114.1004,POI1,283.5266400944876
5603956,2017-06-21T04:21:47.153Z,CA,AB,Nordegg,52.4841,-116.083,POI1,210.06033319739484
5603880,2017-06-21T00:21:47.150Z,CA,AB,Nordegg,52.4841,-116.083,POI1,210.06033319739484
5603839,2017-06-21T20:21:43.463Z,CA,AB,Calgary,51.08974,-113.95444,POI1,274.9921709443692
5603825,2017-06-21T08:21:42.850Z,CA,AB,Okotoks,50.7362,-113.9695,POI1,314.19121563700224
5603766,2017-06-21T10:21:41.577Z,CA,AB,Edmonton,53.4104,-113.517,POI1,15.237724944250676
5603737,2017-06-21T12:21:40.847Z,CA,AB,Calgary,51.0818,-113.959,POI1,275.90539591197336
5603674,2017-06-21T10:21:40.617Z,CA,AB,Okotoks,50.7362,-113.9695,POI1,314.19121563700224
5603533,2017-06-21T00:21:40.580Z,CA,ON,North York,43.751,-79.518,POI3,510.27966293202104
5603437,2017-06-21T14:21:42.153Z,CA,AB,Edmonton,53.4564,-113.521,POI1,10.250533390817042
5603297,2017-06-21T22:21:40.860Z,CA,BC,Vancouver,49.2156,-123.0979,POI1,821.6144393213791
5603201,2017-06-21T14:21:40.990Z,CA,AB,Calgary,51.08733,-114.10837,POI1,276.66343589176665
5603176,2017-06-21T19:21:40.873Z,CA,AB,Red Deer,52.2468,-113.788,POI1,145.89838023580842
5603053,2017-06-21T01:21:40.643Z,CA,AB,Red Deer,52.2895,-113.814,POI1,141.45720229472275
5602956,2017-06-21T07:21:40.950Z,CA,AB,Calgary,51.0419,-114.061,POI1,281.1940071482255
5602799,2017-06-21T22:21:40.630Z,CA,AB,Red Deer,52.2895,-113.814,POI1,141.45720229472275
5602708,2017-06-21T12:21:41.813Z,CA,AB,Edmonton,53.5409,-113.529,POI1,2.918104596257601
5602609,2017-06-21T14:21:41.343Z,CA,AB,Edmonton,53.40441,-113.52367,POI1,15.961344099238875
5602586,2017-06-21T20:21:40.937Z,CA,AB,Calgary,51.0419,-114.061,POI1,281.1940071482255
5602557,2017-06-21T13:21:40.837Z,CA,AB,Edmonton,53.5105,-113.37,POI1,8.616647746432413
5602528,2017-06-21T12:21:40.687Z,CA,AB,Calgary,51.0724,-114.1624,POI1,278.88698400455775
5602495,2017-06-21T01:21:40.600Z,CA,ON,Sudbury,46.49998,-81.00619,POI3,584.5581313324697
5602487,2017-06-21T17:21:38.840Z,CA,NS,Glace Bay,46.1939,-59.9648,POI4,275.6497952483283
5602351,2017-06-21T18:21:38.017Z,CA,MB,Winnipeg,49.8715,-97.1142,POI1,1196.4826182224474
5602284,2017-06-21T09:21:38.003Z,CA,ON,Barrie,44.4015,-79.6782,POI3,496.6301951478602
5602084,2017-06-21T20:21:37.253Z,CA,AB,Edmonton,53.4308,-113.447,POI1,13.081678992504347
5601974,2017-06-21T06:21:37.267Z,CA,AB,Edmonton,53.5046,-113.453,POI1,5.103445640729868
5601972,2017-06-21T06:21:37.253Z,CA,SK,Saskatoon,52.11823,-106.71355,POI1,481.629281567844
5601951,2017-06-21T19:21:35.300Z,CA,SK,Regina,50.44291,-104.63481,POI1,696.646063839076
5601941,2017-06-21T16:21:38.230Z,CA,ON,Barrie,44.389,-79.689,POI3,497.8521396456694
5601908,2017-06-21T21:21:38.190Z,CA,ON,Milton,43.5265,-79.893,POI3,548.2503455758638
5601828,2017-06-21T08:21:37.790Z,CA,ON,Kingston,44.2411,-76.5788,POI3,276.7766895105447
5601723,2017-06-21T19:21:37.240Z,CA,ON,Geraldton,49.7532,-86.9499,POI3,1105.6147319747045
5601632,2017-06-21T19:21:31.013Z,CA,MB,Winnipeg,49.8715,-97.1142,POI1,1196.4826182224474
5601484,2017-06-21T08:21:32.613Z,CA,ON,Toronto,43.7056,-79.4279,POI3,505.87294153259666
5601460,2017-06-21T10:21:25.060Z,CA,AB,Calgary,51.04529,-114.15784,POI1,281.8124724438124
5601458,2017-06-21T15:21:27.850Z,CA,ON,Acton,43.6319,-80.0378,POI3,553.7878447140683
5601368,2017-06-21T09:21:25.060Z,CA,ON,Ottawa,45.3617,-75.7905,POI3,174.45274830878247
5601335,2017-06-21T11:21:24.623Z,CA,NS,Sydney Mines,46.2397,-60.2275,POI4,259.0926136392177
5601304,2017-06-21T16:21:24.010Z,CA,AB,Calgary,51.0292,-114.16931,POI1,283.7060628797868
5601289,2017-06-21T13:21:23.187Z,CA,AB,Edmonton,53.6134,-113.541,POI1,8.318744569683089
5601264,2017-06-21T00:21:27.127Z,CA,SK,Saskatoon,52.122,-106.646,POI1,485.75500363558365
5601239,2017-06-21T19:21:25.540Z,CA,AB,Red Deer,52.2468,-113.788,POI1,145.89838023580842
5601156,2017-06-21T13:21:24.523Z,CA,ON,Ottawa,45.444,-75.693,POI3,166.0415291541062
5601079,2017-06-21T08:21:23.687Z,CA,AB,Calgary,51.1387,-114.2015,POI1,272.07444697562767
5601048,2017-06-21T00:21:23.267Z,CA,NB,Fredericton,45.97591,-66.62399,POI4,276.71176059431383
5600961,2017-06-21T11:21:26.770Z,CA,AB,Red Deer,52.26741,-113.76598,POI1,143.4276556861956
5600953,2017-06-21T22:21:23.690Z,CA,SK,Regina,50.44291,-104.63481,POI1,696.646063839076
5600894,2017-06-21T05:21:23.443Z,CA,NS,Halifax,44.6988,-63.664,POI4,67.62132983765056
5600874,2017-06-21T12:21:23.153Z,CA,ON,Toronto,43.6682,-79.4209,POI3,507.1749434252697
5600756,2017-06-21T07:21:22.643Z,CA,AB,Calgary,51.0433,-114.064,POI1,281.06821010166476
5600750,2017-06-21T16:21:22.420Z,CA,AB,Calgary,50.9632,-114.082,POI1,290.063459059268
5600601,2017-06-21T18:21:22.267Z,CA,AB,Calgary,51.0378,-114.065,POI1,281.68360939878124
5600587,2017-06-21T06:21:22.143Z,CA,ON,Toronto,43.6796,-79.4343,POI3,507.5901725237495
5600528,2017-06-21T06:21:22.063Z,CA,AB,Calgary,51.1726,-114.101,POI1,267.21238100546077
5600417,2017-06-21T09:21:24.340Z,CA,AB,Calgary,51.0292,-114.16931,POI1,283.7060628797868
